19.7431 -0.520717 -7.11842 20.9941
-0.0937349 -0.155301 0.846779 0.996811
-0.00675666 -0.780732 1.23672 1.4692
-0.60008 -0.753036 3.63912 3.79658
-4.663 4.44389 -1.17798 6.54972
0.254353 1.06878 -0.25966 1.13749
-0.562223 0.50374 -0.298749 0.823752
-0.476168 -0.972713 -7.8132 7.90334
-0.424417 -0.560584 -9.25565 9.28336
0.0200558 -0.748266 -1.13067 1.36315
0.178379 -0.262513 -3.0312 3.18899
0.302834 -0.0465883 0.147157 1.16588
0.511042 0.183443 -7.44066 7.46175
-0.0724745 0.209885 -1.52116 1.5436
0.447123 -0.5216 -4.05282 4.113
-0.761267 0.173381 -0.107654 0.800403
0.362657 -0.345626 -6.30006 6.32149
-0.388458 -0.66768 -12.2358 12.261
0.497305 -0.318993 -0.597001 0.851438
0.255944 0.0580821 -1.42801 1.45862
0.177125 0.0658362 -36.7871 36.7878
0.308963 -0.253513 -57.7948 57.7964
1.92954 0.2693 1.18596 2.28508
1.26755 0.768692 0.675558 1.88008
1.52342 0.189457 0.264594 1.81914
2.28687 0.466599 2.84492 3.86969
1.9696 0.0904582 2.64474 3.50936
1.50305 0.271354 1.15717 1.92127
-0.0657952 -0.0731527 -0.143814 0.223227
0.899157 0.353934 -1.07503 1.45221
5.7898 0.595227 -2.52044 6.34414
1.94334 -0.0622805 -1.34353 2.36749
-0.0883905 -0.0904459 0.0236125 0.189785
-0.613857 0.399527 0.00491499 0.74561
-1.32746 1.96467 1.43314 3.01509
-1.47335 1.87022 1.52683 2.83181
0.421822 0.60174 1.80861 1.95718
0.0604055 0.268684 0.709551 0.773802
-0.0187705 0.682359 3.21182 3.41504
1.29156 0.146186 10.568 10.7059
-0.315432 0.0542797 7.42539 7.4336
0.0333196 0.00761944 -0.308935 0.3407
0.102145 -0.0192463 -0.0429567 0.179212
0.288186 0.789371 -0.930539 1.26156
0.22916 -0.344867 0.106972 0.449843
0.0319191 -0.133945 6.65137 6.7188
-0.129162 -0.0991703 3.94051 3.94634
0.313927 -0.957672 1.51911 1.88867
0.878043 0.0703862 1.28382 1.5632
0.420904 0.350687 -0.930013 1.08836
-0.279115 0.283995 -0.991323 1.17685
0.00173915 0.133412 -0.603782 0.633894
-0.290986 -0.20075 -1.12488 1.18735
-0.308845 -0.109365 30.9276 30.9297
-1.40251 -0.047546 11.7335 11.8274
-0.141265 0.267478 1.171 1.21746
